date,residual_generationAT,residual_generationBE,residual_generationGER,residual_generationNL
2019-01-01 00:00:00,4398.0,748,23948.75,2273.75
2019-01-01 01:00:00,4103.0,824,25668.75,2375.75
2019-01-01 02:00:00,3795.0,898,27384.0,2514.0
2019-01-01 03:00:00,3777.0,989,29010.25,2648.25
2019-01-01 04:00:00,3654.0,1042,30359.25,2711.5
2019-01-01 05:00:00,3477.0,1055,31409.25,2770.5
2019-01-01 06:00:00,3537.0,1099,32934.75,2783.0
2019-01-01 07:00:00,3742.0,1140,33738.25,2717.25
2019-01-01 08:00:00,3899.0,1157,34254.0,2614.0
2019-01-01 09:00:00,3847.0,1178,35431.75,2540.75
2019-01-01 10:00:00,3889.0,1215,36845.75,2623.5
2019-01-01 11:00:00,3878.0,1285,37985.0,2916.75
2019-01-01 12:00:00,3891.0,1367,38428.0,3315.5
2019-01-01 13:00:00,3873.0,1392,38676.5,3601.0
2019-01-01 14:00:00,3963.0,1388,38589.5,3649.5
2019-01-01 15:00:00,3980.0,1398,38448.5,3588.5
2019-01-01 16:00:00,4063.0,1430,38732.25,3551.75
2019-01-01 17:00:00,4296.0,1500,39290.75,3609.5
2019-01-01 18:00:00,4371.0,1563,39863.75,3667.25
2019-01-01 19:00:00,4149.0,1600,40278.25,3688.75
2019-01-01 20:00:00,3982.0,1617,40354.5,3686.25
2019-01-01 21:00:00,3687.0,1614,40424.25,3673.75
2019-01-01 22:00:00,3541.0,1601,39828.0,3653.0
2019-01-01 23:00:00,3512.0,1595,39528.0,3644.75
2019-01-02 00:00:00,3386.0,1533,38378.0,3558.0
2019-01-02 01:00:00,3172.0,1534,38246.75,3548.75
2019-01-02 02:00:00,3093.0,1539,38067.0,3544.75
2019-01-02 03:00:00,3065.0,1549,37626.0,3527.75
2019-01-02 04:00:00,3099.0,1568,37107.5,3484.75
2019-01-02 05:00:00,3589.0,1584,36572.5,3410.25
2019-01-02 06:00:00,4032.0,1592,36479.75,3262.75
2019-01-02 07:00:00,4696.0,1590,35535.5,3050.5
2019-01-02 08:00:00,5104.0,1559,34332.5,2930.0
2019-01-02 09:00:00,5241.0,1569,34587.0,3022.25
2019-01-02 10:00:00,5081.0,1717,36552.5,3067.0
2019-01-02 11:00:00,5002.0,1766,38579.0,2997.75
2019-01-02 12:00:00,4826.0,1741,38516.25,2852.5
2019-01-02 13:00:00,4942.0,1618,36490.75,2520.75
2019-01-02 14:00:00,5009.0,1408,32303.75,2038.0
2019-01-02 15:00:00,5168.0,1153,27057.5,1647.0
2019-01-02 16:00:00,5394.0,896,23605.0,1445.25
2019-01-02 17:00:00,5877.0,782,22060.25,1359.5
2019-01-02 18:00:00,5864.0,715,20905.5,1269.5
2019-01-02 19:00:00,5661.0,660,19759.25,1195.5
2019-01-02 20:00:00,5427.0,607,18529.0,1162.75
2019-01-02 21:00:00,4885.0,545,17408.75,1136.0
2019-01-02 22:00:00,4744.0,484,16431.0,1123.5
2019-01-02 23:00:00,4454.0,439,15982.75,1065.75
2019-01-03 00:00:00,4798.0,448,15336.0,904.0
2019-01-03 01:00:00,4654.0,447,15278.5,852.25
2019-01-03 02:00:00,4627.0,420,15225.75,825.25
2019-01-03 03:00:00,4540.0,398,15377.0,833.5
2019-01-03 04:00:00,4497.0,399,15753.75,830.25
2019-01-03 05:00:00,4633.0,401,15977.0,779.0
2019-01-03 06:00:00,4993.0,414,16191.75,752.25
2019-01-03 07:00:00,6536.0,428,16132.0,792.5
2019-01-03 08:00:00,7026.0,417,16005.0,853.0
2019-01-03 09:00:00,6062.0,451,16983.0,900.25
2019-01-03 10:00:00,6002.0,549,18037.75,918.25
2019-01-03 11:00:00,6718.0,581,17993.0,911.75
2019-01-03 12:00:00,6598.0,576,17259.75,888.0
2019-01-03 13:00:00,6796.0,552,15762.0,827.0
2019-01-03 14:00:00,6640.0,497,13563.5,718.0
2019-01-03 15:00:00,6963.0,400,11492.75,620.5
2019-01-03 16:00:00,7261.0,318,10880.0,633.0
2019-01-03 17:00:00,8373.0,329,11231.75,651.5
2019-01-03 18:00:00,7624.0,349,11532.25,644.0
2019-01-03 19:00:00,7518.0,349,11525.0,628.25
2019-01-03 20:00:00,7053.0,326,11130.5,602.0
2019-01-03 21:00:00,5703.0,288,10600.25,586.5
2019-01-03 22:00:00,5631.0,243,10068.75,564.5
2019-01-03 23:00:00,5547.0,208,9884.0,518.25
2019-01-04 00:00:00,5045.0,174,9011.75,439.25
2019-01-04 01:00:00,4894.0,169,9650.25,612.5
2019-01-04 02:00:00,4792.0,178,10938.75,820.5
2019-01-04 03:00:00,4728.0,202,12611.75,1132.75
2019-01-04 04:00:00,4692.0,253,14459.0,1347.5
2019-01-04 05:00:00,4916.0,322,16233.75,1406.5
2019-01-04 06:00:00,5422.0,379,17961.25,1474.75
2019-01-04 07:00:00,5942.0,405,19243.0,1496.25
2019-01-04 08:00:00,5953.0,416,20535.5,1576.5
2019-01-04 09:00:00,6188.0,540,22183.75,1699.75
2019-01-04 10:00:00,6064.0,746,24018.0,1809.75
2019-01-04 11:00:00,5876.0,912,25510.25,1909.25
2019-01-04 12:00:00,5805.0,999,26532.25,2017.25
2019-01-04 13:00:00,5803.0,1000,26946.0,2121.25
2019-01-04 14:00:00,5705.0,943,26713.25,2225.75
2019-01-04 15:00:00,5895.0,854,26362.75,2263.5
2019-01-04 16:00:00,6051.0,737,26184.0,2147.25
2019-01-04 17:00:00,6332.0,724,26190.25,2021.75
2019-01-04 18:00:00,6368.0,726,26254.0,1967.5
2019-01-04 19:00:00,6162.0,712,26415.75,1982.25
2019-01-04 20:00:00,5830.0,716,26697.5,1984.75
2019-01-04 21:00:00,5486.0,728,27160.0,2032.0
2019-01-04 22:00:00,5068.0,745,27148.75,2123.75
2019-01-04 23:00:00,4952.0,781,27648.0,2270.75
2019-01-05 00:00:00,4916.0,851,27859.0,2587.5
2019-01-05 01:00:00,4549.0,882,28663.0,2782.75
2019-01-05 02:00:00,4289.0,929,29592.25,2933.5
2019-01-05 03:00:00,4137.0,973,30537.5,3109.75
2019-01-05 04:00:00,4046.0,1018,31238.75,3207.0
2019-01-05 05:00:00,4023.0,1045,31576.5,3257.0
2019-01-05 06:00:00,4068.0,1051,32081.75,3263.75
2019-01-05 07:00:00,4207.0,1032,31575.25,3200.5
2019-01-05 08:00:00,4261.0,997,30382.75,3079.0
2019-01-05 09:00:00,4375.0,991,29295.5,2980.25
2019-01-05 10:00:00,4322.0,1030,28400.75,2961.5
2019-01-05 11:00:00,4290.0,1102,27308.75,2986.0
2019-01-05 12:00:00,4239.0,1150,25907.25,2942.75
2019-01-05 13:00:00,4198.0,1150,24309.0,2791.25
2019-01-05 14:00:00,4216.0,1114,22596.5,2656.75
2019-01-05 15:00:00,4258.0,1040,20872.25,2559.25
2019-01-05 16:00:00,4425.0,957,19620.5,2488.0
2019-01-05 17:00:00,4768.0,899,18984.5,2454.25
2019-01-05 18:00:00,4820.0,840,18842.0,2434.5
2019-01-05 19:00:00,4591.0,760,17848.5,2386.0
2019-01-05 20:00:00,4370.0,675,16863.5,2287.0
2019-01-05 21:00:00,4089.0,607,15976.5,2155.75
2019-01-05 22:00:00,4082.0,567,15183.0,2076.25
2019-01-05 23:00:00,3921.0,553,14592.5,2027.5
2019-01-06 00:00:00,3937.0,555,13647.75,2000.0
2019-01-06 01:00:00,3781.0,527,13009.5,1921.75
2019-01-06 02:00:00,3806.0,481,12629.0,1804.75
2019-01-06 03:00:00,3837.0,421,12344.25,1654.25
2019-01-06 04:00:00,3912.0,390,12021.25,1446.25
2019-01-06 05:00:00,3992.0,377,11474.0,1232.5
2019-01-06 06:00:00,4105.0,364,10833.0,1038.25
2019-01-06 07:00:00,4444.0,341,10013.0,867.5
2019-01-06 08:00:00,4455.0,307,9333.5,740.25
2019-01-06 09:00:00,4528.0,306,9467.0,754.25
2019-01-06 10:00:00,4646.0,360,10005.25,836.0
2019-01-06 11:00:00,4802.0,397,10416.25,846.5
2019-01-06 12:00:00,4798.0,401,10475.75,830.0
2019-01-06 13:00:00,4673.0,372,10114.75,769.0
2019-01-06 14:00:00,4664.0,323,9414.5,659.75
2019-01-06 15:00:00,4702.0,237,8694.25,492.25
2019-01-06 16:00:00,4746.0,153,8541.5,441.0
2019-01-06 17:00:00,5061.0,136,8633.5,573.75
2019-01-06 18:00:00,5485.0,137,8605.75,765.0
2019-01-06 19:00:00,5278.0,140,8546.0,988.75
2019-01-06 20:00:00,4690.0,146,8295.0,1248.25
2019-01-06 21:00:00,4518.0,150,8117.75,1391.5
2019-01-06 22:00:00,4461.0,156,8123.25,1310.5
2019-01-06 23:00:00,4360.0,164,8331.0,1218.5
2019-01-07 00:00:00,3992.0,91,9929.75,699.5
2019-01-07 01:00:00,3970.0,98,10116.25,766.0
2019-01-07 02:00:00,4112.0,103,10420.75,855.25
2019-01-07 03:00:00,4412.0,113,10619.25,872.75
2019-01-07 04:00:00,4896.0,135,10675.25,907.5
2019-01-07 05:00:00,5092.0,168,10474.25,973.25
2019-01-07 06:00:00,5350.0,227,10213.25,1080.75
2019-01-07 07:00:00,7953.0,306,9824.5,1178.75
2019-01-07 08:00:00,9208.0,408,9461.25,1315.5
2019-01-07 09:00:00,9307.0,559,9783.0,1520.75
2019-01-07 10:00:00,9340.0,716,10753.25,1837.75
2019-01-07 11:00:00,9295.0,877,12377.75,2195.75
2019-01-07 12:00:00,8707.0,1084,14128.0,2633.25
2019-01-07 13:00:00,8074.0,1294,15702.0,3081.25
2019-01-07 14:00:00,6753.0,1446,16865.75,3360.0
2019-01-07 15:00:00,7244.0,1566,17904.75,3490.25
2019-01-07 16:00:00,7382.0,1705,19987.0,3621.5
2019-01-07 17:00:00,7626.0,1871,22627.75,3818.25
2019-01-07 18:00:00,7265.0,2022,25732.25,3965.0
2019-01-07 19:00:00,6631.0,2149,28555.75,4055.75
2019-01-07 20:00:00,6341.0,2241,31378.5,4116.25
2019-01-07 21:00:00,5765.0,2304,34111.75,4146.25
2019-01-07 22:00:00,5476.0,2339,35759.0,4142.5
2019-01-07 23:00:00,5210.0,2351,36948.0,4184.75
2019-01-08 00:00:00,4965.0,2147,37352.75,3658.25
2019-01-08 01:00:00,4841.0,2108,37633.5,3734.5
2019-01-08 02:00:00,4789.0,2053,37852.5,3816.5
2019-01-08 03:00:00,4655.0,2005,37978.0,3878.5
2019-01-08 04:00:00,4880.0,1974,38421.25,3945.75
2019-01-08 05:00:00,4959.0,1963,39196.0,3997.5
2019-01-08 06:00:00,5338.0,1969,40640.0,4044.75
2019-01-08 07:00:00,6603.0,1982,41437.25,4081.0
2019-01-08 08:00:00,7174.0,2010,42196.5,4141.5
2019-01-08 09:00:00,7417.0,2114,43260.25,4288.25
2019-01-08 10:00:00,7256.0,2292,44378.0,4397.0
2019-01-08 11:00:00,7159.0,2430,44763.5,4417.0
2019-01-08 12:00:00,6742.0,2531,44954.25,4398.5
2019-01-08 13:00:00,6430.0,2557,44638.75,4384.0
2019-01-08 14:00:00,6465.0,2516,43901.25,4309.25
2019-01-08 15:00:00,6263.0,2424,43029.0,4216.75
2019-01-08 16:00:00,6200.0,2297,42725.0,4152.25
2019-01-08 17:00:00,6423.0,2235,42907.75,4119.5
2019-01-08 18:00:00,6120.0,2194,42597.0,4089.25
2019-01-08 19:00:00,5681.0,2157,41970.0,4053.25
2019-01-08 20:00:00,5411.0,2129,41449.0,3998.75
2019-01-08 21:00:00,5350.0,2112,40872.5,3913.25
2019-01-08 22:00:00,5188.0,2091,40008.75,3761.75
2019-01-08 23:00:00,4691.0,2063,39473.5,3641.5
2019-01-09 00:00:00,4608.0,2054,39214.75,3603.75
2019-01-09 01:00:00,4506.0,2059,38826.5,3553.25
2019-01-09 02:00:00,4436.0,2064,38466.75,3466.75
2019-01-09 03:00:00,4438.0,2066,38005.0,3406.5
2019-01-09 04:00:00,4498.0,2065,37562.0,3347.75
2019-01-09 05:00:00,4798.0,2051,37008.0,3216.75
2019-01-09 06:00:00,5455.0,2020,37019.5,3140.25
2019-01-09 07:00:00,6982.0,1986,36409.5,2968.25
2019-01-09 08:00:00,6872.0,1952,35884.5,2956.5
2019-01-09 09:00:00,6859.0,2081,36228.5,3327.5
2019-01-09 10:00:00,6875.0,2295,37445.75,3764.0
2019-01-09 11:00:00,6835.0,2456,38981.5,3991.0
2019-01-09 12:00:00,7142.0,2554,39875.0,4098.5
2019-01-09 13:00:00,7029.0,2544,39465.75,3918.5
2019-01-09 14:00:00,7122.0,2410,37639.5,3482.25
2019-01-09 15:00:00,6977.0,2152,35264.75,2987.25
2019-01-09 16:00:00,6791.0,1841,33456.75,2628.75
2019-01-09 17:00:00,6676.0,1704,32662.0,2471.0
2019-01-09 18:00:00,6724.0,1635,31912.75,2408.5
2019-01-09 19:00:00,6125.0,1554,30920.0,2324.25
2019-01-09 20:00:00,5733.0,1468,29541.0,2248.25
2019-01-09 21:00:00,5529.0,1387,27994.75,2113.5
2019-01-09 22:00:00,5539.0,1299,26155.75,1885.0
2019-01-09 23:00:00,5137.0,1200,24478.75,1626.25
2019-01-10 00:00:00,5291.0,986,20048.0,1313.5
2019-01-10 01:00:00,5223.0,876,18351.75,1058.5
2019-01-10 02:00:00,5159.0,755,16721.0,826.0
2019-01-10 03:00:00,5245.0,635,15288.0,636.5
2019-01-10 04:00:00,5443.0,528,14191.75,494.5
2019-01-10 05:00:00,5643.0,433,13119.75,369.25
2019-01-10 06:00:00,6026.0,356,12059.5,247.75
2019-01-10 07:00:00,9528.0,296,10881.0,152.75
2019-01-10 08:00:00,9994.0,257,9818.25,204.0
2019-01-10 09:00:00,9989.0,334,9372.0,419.25
2019-01-10 10:00:00,9893.0,489,9517.5,552.75
2019-01-10 11:00:00,9767.0,606,9653.5,575.5
2019-01-10 12:00:00,9612.0,659,9365.25,523.5
2019-01-10 13:00:00,9558.0,634,8617.5,386.75
2019-01-10 14:00:00,9557.0,543,7421.0,247.0
2019-01-10 15:00:00,9600.0,407,5977.75,155.0
2019-01-10 16:00:00,9799.0,264,5352.5,144.5
2019-01-10 17:00:00,10085.0,221,5721.5,178.5
2019-01-10 18:00:00,10090.0,227,6115.25,244.0
2019-01-10 19:00:00,9772.0,230,6353.25,298.75
2019-01-10 20:00:00,9321.0,226,6449.75,380.25
2019-01-10 21:00:00,7950.0,222,6607.0,531.75
2019-01-10 22:00:00,6495.0,214,6930.5,707.5
2019-01-10 23:00:00,6248.0,200,7583.5,902.5
2019-01-11 00:00:00,5722.0,437,9191.25,1337.75
2019-01-11 01:00:00,5596.0,542,10248.0,1476.75
2019-01-11 02:00:00,5525.0,684,11400.75,1687.0
2019-01-11 03:00:00,5473.0,825,12661.5,1931.75
2019-01-11 04:00:00,5251.0,883,14062.75,2004.25
2019-01-11 05:00:00,5509.0,896,15438.5,1926.25
2019-01-11 06:00:00,5936.0,902,16919.75,1792.25
2019-01-11 07:00:00,6496.0,921,18123.5,1756.5
2019-01-11 08:00:00,6752.0,923,19189.5,1769.25
2019-01-11 09:00:00,6779.0,932,20615.0,1807.25
2019-01-11 10:00:00,6634.0,1000,22095.75,1924.5
2019-01-11 11:00:00,6439.0,1094,23352.5,2044.25
2019-01-11 12:00:00,6287.0,1185,24345.75,2106.75
2019-01-11 13:00:00,6454.0,1248,25031.25,2147.0
2019-01-11 14:00:00,6298.0,1243,25437.25,2132.0
2019-01-11 15:00:00,6936.0,1192,25793.5,2126.25
2019-01-11 16:00:00,6746.0,1156,26037.0,2175.0
2019-01-11 17:00:00,7057.0,1155,26456.25,2273.5
2019-01-11 18:00:00,6595.0,1144,26869.75,2282.0
2019-01-11 19:00:00,6307.0,1101,26937.0,2269.0
2019-01-11 20:00:00,5897.0,1043,26735.25,2243.0
2019-01-11 21:00:00,5651.0,967,26055.25,2159.0
2019-01-11 22:00:00,5588.0,872,24916.0,2017.0
2019-01-11 23:00:00,5317.0,758,24104.75,1921.75
2019-01-12 00:00:00,5025.0,627,23671.25,1949.0
2019-01-12 01:00:00,4831.0,619,23662.0,2009.75
2019-01-12 02:00:00,4460.0,687,23479.75,1990.5
2019-01-12 03:00:00,4431.0,760,23252.5,1973.0
2019-01-12 04:00:00,4387.0,855,23181.25,2112.5
2019-01-12 05:00:00,4432.0,1001,23293.5,2286.25
2019-01-12 06:00:00,4910.0,1134,23626.0,2444.0
2019-01-12 07:00:00,5355.0,1268,23907.75,2618.5
2019-01-12 08:00:00,5536.0,1419,24681.25,2819.5
2019-01-12 09:00:00,5846.0,1620,26016.0,3059.25
2019-01-12 10:00:00,5819.0,1860,28199.5,3245.75
2019-01-12 11:00:00,5719.0,2070,30397.0,3349.25
2019-01-12 12:00:00,5523.0,2190,32504.75,3369.5
2019-01-12 13:00:00,5450.0,2222,33639.75,3326.75
2019-01-12 14:00:00,5564.0,2190,33973.25,3284.25
2019-01-12 15:00:00,5645.0,2106,34232.75,3256.5
2019-01-12 16:00:00,5862.0,2017,34389.75,3249.25
2019-01-12 17:00:00,6054.0,1954,34445.25,3281.75
2019-01-12 18:00:00,6065.0,1909,34386.5,3280.25
2019-01-12 19:00:00,5543.0,1873,34154.0,3271.5
2019-01-12 20:00:00,5212.0,1841,33741.0,3257.75
2019-01-12 21:00:00,4804.0,1812,33087.75,3155.5
2019-01-12 22:00:00,4654.0,1785,32484.75,3000.0
2019-01-12 23:00:00,4672.0,1754,32418.75,2819.25
2019-01-13 00:00:00,4376.0,1836,32134.5,2556.75
2019-01-13 01:00:00,4311.0,1868,31204.75,2516.25
2019-01-13 02:00:00,4352.0,1899,30202.5,2498.5
2019-01-13 03:00:00,4228.0,1931,29602.25,2568.75
2019-01-13 04:00:00,4077.0,1964,29086.75,2816.5
2019-01-13 05:00:00,4198.0,2010,28909.0,3118.25
2019-01-13 06:00:00,4249.0,2073,29390.75,3356.5
2019-01-13 07:00:00,4476.0,2148,30000.0,3500.5
2019-01-13 08:00:00,4670.0,2210,31341.25,3592.25
2019-01-13 09:00:00,4765.0,2265,33587.5,3635.5
2019-01-13 10:00:00,4682.0,2319,35969.0,3639.5
2019-01-13 11:00:00,4594.0,2365,37818.25,3663.25
2019-01-13 12:00:00,4359.0,2392,39319.25,3755.5
2019-01-13 13:00:00,4176.0,2410,40368.75,3951.75
2019-01-13 14:00:00,4260.0,2422,40838.25,4102.75
2019-01-13 15:00:00,4297.0,2426,41074.5,4146.0
2019-01-13 16:00:00,4633.0,2436,41448.75,4137.5
2019-01-13 17:00:00,4862.0,2460,42063.5,4157.75
2019-01-13 18:00:00,4917.0,2482,42635.0,4145.75
2019-01-13 19:00:00,4848.0,2486,43035.75,4106.0
2019-01-13 20:00:00,4790.0,2466,43256.75,4029.5
2019-01-13 21:00:00,4697.0,2422,43312.25,3903.25
2019-01-13 22:00:00,4585.0,2356,42331.75,3743.0
2019-01-13 23:00:00,4463.0,2272,41854.75,3549.75
2019-01-14 00:00:00,4333.0,2141,42023.25,3223.75
2019-01-14 01:00:00,4353.0,2036,41518.5,2920.0
2019-01-14 02:00:00,4169.0,1928,40897.75,2669.75
2019-01-14 03:00:00,4078.0,1836,40268.5,2585.25
2019-01-14 04:00:00,4102.0,1780,39506.5,2589.25
2019-01-14 05:00:00,4543.0,1751,38621.5,2430.25
2019-01-14 06:00:00,4955.0,1651,38367.0,2467.75
2019-01-14 07:00:00,5906.0,1518,37598.25,2594.0
2019-01-14 08:00:00,6418.0,1397,37195.25,2758.5
2019-01-14 09:00:00,6454.0,1367,38583.0,3109.25
2019-01-14 10:00:00,6315.0,1426,40778.0,3567.25
2019-01-14 11:00:00,6058.0,1497,42872.25,3965.75
2019-01-14 12:00:00,5831.0,1569,43799.0,4069.0
2019-01-14 13:00:00,5810.0,1585,43365.0,3822.5
2019-01-14 14:00:00,6097.0,1486,41604.5,3398.75
2019-01-14 15:00:00,6287.0,1263,38663.0,2905.25
2019-01-14 16:00:00,6553.0,940,36178.25,2554.75
2019-01-14 17:00:00,6711.0,737,35308.75,2421.5
2019-01-14 18:00:00,6696.0,621,34861.75,2266.75
2019-01-14 19:00:00,6333.0,515,34363.5,2006.0
2019-01-14 20:00:00,6068.0,432,33832.25,1790.0
2019-01-14 21:00:00,5889.0,389,33132.0,1606.0
2019-01-14 22:00:00,5683.0,387,31805.25,1504.0
2019-01-14 23:00:00,5434.0,419,31137.75,1475.5
2019-01-15 00:00:00,5014.0,597,29867.25,1707.75
2019-01-15 01:00:00,4901.0,775,30073.0,1881.0
2019-01-15 02:00:00,4847.0,883,30754.25,2058.5
2019-01-15 03:00:00,4861.0,961,31399.25,2157.25
2019-01-15 04:00:00,4788.0,1030,31969.5,2176.75
2019-01-15 05:00:00,5027.0,1065,32230.5,2198.5
2019-01-15 06:00:00,5645.0,1078,32865.0,2232.0
2019-01-15 07:00:00,7821.0,1092,32760.5,2325.25
2019-01-15 08:00:00,8188.0,1114,32578.25,2448.5
2019-01-15 09:00:00,8341.0,1238,33216.25,2640.0
2019-01-15 10:00:00,7669.0,1438,34298.25,2840.75
2019-01-15 11:00:00,6881.0,1583,35254.0,3033.25
2019-01-15 12:00:00,6142.0,1632,35778.25,3143.5
2019-01-15 13:00:00,6148.0,1622,35778.5,3120.5
2019-01-15 14:00:00,6221.0,1578,35285.75,3020.75
2019-01-15 15:00:00,6456.0,1501,34969.5,2892.75
2019-01-15 16:00:00,6540.0,1380,35095.0,2802.0
2019-01-15 17:00:00,6855.0,1351,35719.5,2754.5
2019-01-15 18:00:00,6706.0,1390,36026.25,2718.25
2019-01-15 19:00:00,6437.0,1428,35949.75,2702.75
2019-01-15 20:00:00,5979.0,1473,35686.5,2677.25
2019-01-15 21:00:00,5846.0,1510,35434.0,2675.5
2019-01-15 22:00:00,6499.0,1539,34516.75,2646.75
2019-01-15 23:00:00,5611.0,1592,33875.0,2592.25
2019-01-16 00:00:00,5003.0,1690,31418.75,2688.5
2019-01-16 01:00:00,4799.0,1714,30583.5,2703.25
2019-01-16 02:00:00,4761.0,1702,30042.5,2727.5
2019-01-16 03:00:00,4769.0,1691,29471.5,2727.75
2019-01-16 04:00:00,4926.0,1696,28764.0,2786.0
2019-01-16 05:00:00,5177.0,1702,27945.0,2850.25
2019-01-16 06:00:00,6315.0,1714,27440.5,2909.25
2019-01-16 07:00:00,7423.0,1724,26717.75,2999.25
2019-01-16 08:00:00,8448.0,1753,26590.5,3087.5
2019-01-16 09:00:00,7979.0,1873,27745.75,3180.25
2019-01-16 10:00:00,8006.0,2045,29253.0,3241.5
2019-01-16 11:00:00,8334.0,2152,30606.75,3293.5
2019-01-16 12:00:00,7210.0,2213,31380.25,3330.5
2019-01-16 13:00:00,7233.0,2237,31270.25,3341.25
2019-01-16 14:00:00,7299.0,2212,30164.0,3346.25
2019-01-16 15:00:00,7256.0,2130,28398.75,3351.0
2019-01-16 16:00:00,8932.0,2053,27223.25,3422.5
2019-01-16 17:00:00,7851.0,2094,28028.0,3521.75
2019-01-16 18:00:00,7575.0,2166,29276.5,3581.0
2019-01-16 19:00:00,7207.0,2122,30535.5,3537.5
2019-01-16 20:00:00,6691.0,1976,31617.75,3391.75
2019-01-16 21:00:00,6578.0,1905,32663.0,3091.75
2019-01-16 22:00:00,6658.0,1870,32919.25,2857.5
2019-01-16 23:00:00,5918.0,1739,33516.0,2704.0
2019-01-17 00:00:00,5223.0,1510,33128.5,2009.75
2019-01-17 01:00:00,5100.0,1374,33060.25,2259.75
2019-01-17 02:00:00,4949.0,1195,33438.0,2344.75
2019-01-17 03:00:00,4897.0,1027,33961.0,2321.5
2019-01-17 04:00:00,4931.0,950,33878.75,2215.25
2019-01-17 05:00:00,5251.0,979,33414.75,2137.25
2019-01-17 06:00:00,5966.0,1086,33214.75,2097.25
2019-01-17 07:00:00,6557.0,1215,32530.25,2028.0
2019-01-17 08:00:00,6740.0,1422,32289.0,1929.5
2019-01-17 09:00:00,6826.0,1680,33330.0,1957.5
2019-01-17 10:00:00,6501.0,1864,34759.25,2210.75
2019-01-17 11:00:00,6723.0,2011,35786.0,2404.25
2019-01-17 12:00:00,6496.0,2121,35646.5,2599.5
2019-01-17 13:00:00,6401.0,2182,34211.5,3052.75
2019-01-17 14:00:00,6523.0,2211,31867.75,3238.5
2019-01-17 15:00:00,6751.0,2141,29392.25,3085.0
2019-01-17 16:00:00,7534.0,1967,27703.25,2904.0
2019-01-17 17:00:00,8305.0,1834,27474.5,2779.25
2019-01-17 18:00:00,7642.0,1778,27689.5,2739.5
2019-01-17 19:00:00,6635.0,1751,27711.5,2693.75
2019-01-17 20:00:00,5633.0,1670,27404.75,2737.0
2019-01-17 21:00:00,5583.0,1516,27378.25,2704.25
2019-01-17 22:00:00,5664.0,1310,26668.0,2467.5
2019-01-17 23:00:00,5988.0,1106,25724.0,2113.5
2019-01-18 00:00:00,5659.0,898,22847.25,1200.75
2019-01-18 01:00:00,5523.0,682,21227.5,829.25
2019-01-18 02:00:00,5306.0,506,19555.0,520.5
2019-01-18 03:00:00,5222.0,375,18041.75,302.75
2019-01-18 04:00:00,5373.0,267,16505.75,198.75
2019-01-18 05:00:00,5535.0,181,15049.0,172.5
2019-01-18 06:00:00,7619.0,121,13980.0,195.75
2019-01-18 07:00:00,8993.0,85,13099.25,261.0
2019-01-18 08:00:00,9406.0,74,12774.25,573.5
2019-01-18 09:00:00,9513.0,246,14625.25,1135.0
2019-01-18 10:00:00,9406.0,503,16586.0,1398.0
2019-01-18 11:00:00,9349.0,726,17709.0,1444.25
2019-01-18 12:00:00,9276.0,887,17799.75,1371.75
2019-01-18 13:00:00,8904.0,907,16547.75,1147.75
2019-01-18 14:00:00,9025.0,772,13744.25,838.5
2019-01-18 15:00:00,9393.0,559,9733.0,609.75
2019-01-18 16:00:00,9493.0,345,6855.0,508.5
2019-01-18 17:00:00,10136.0,309,6777.75,475.5
2019-01-18 18:00:00,10134.0,426,6988.25,533.5
2019-01-18 19:00:00,9671.0,532,6973.75,567.25
2019-01-18 20:00:00,8015.0,603,6685.5,569.5
2019-01-18 21:00:00,6375.0,652,6401.75,588.25
2019-01-18 22:00:00,6213.0,695,6097.75,616.75
2019-01-18 23:00:00,5939.0,748,5885.0,639.0
2019-01-19 00:00:00,6692.0,713,5665.5,593.75
2019-01-19 01:00:00,5905.0,735,5402.25,622.25
2019-01-19 02:00:00,5616.0,754,5161.25,642.5
2019-01-19 03:00:00,5666.0,769,4972.75,651.5
2019-01-19 04:00:00,5675.0,761,4899.75,660.25
2019-01-19 05:00:00,5716.0,750,4912.0,697.25
2019-01-19 06:00:00,5824.0,755,5049.0,770.5
2019-01-19 07:00:00,6553.0,768,5167.0,838.25
2019-01-19 08:00:00,6921.0,795,5915.75,1088.25
2019-01-19 09:00:00,8768.0,1055,9155.25,1646.75
2019-01-19 10:00:00,6939.0,1354,12634.0,1975.25
2019-01-19 11:00:00,6155.0,1547,14905.75,2071.5
2019-01-19 12:00:00,6059.0,1590,15389.5,2025.0
2019-01-19 13:00:00,6533.0,1487,14145.75,1858.25
2019-01-19 14:00:00,6798.0,1249,11367.0,1517.5
2019-01-19 15:00:00,6342.0,940,7537.0,1186.5
2019-01-19 16:00:00,6771.0,633,5141.25,1068.75
2019-01-19 17:00:00,8738.0,537,6010.5,1082.5
2019-01-19 18:00:00,8995.0,620,7323.0,1190.25
2019-01-19 19:00:00,8673.0,643,8115.25,1143.75
2019-01-19 20:00:00,8463.0,598,8124.5,1089.75
2019-01-19 21:00:00,7435.0,522,7883.5,1029.0
2019-01-19 22:00:00,6650.0,447,7371.75,935.75
2019-01-19 23:00:00,6074.0,387,6615.5,810.5
2019-01-20 00:00:00,6154.0,382,5316.5,673.5
2019-01-20 01:00:00,5545.0,352,4416.0,601.5
2019-01-20 02:00:00,5562.0,336,3579.5,545.5
2019-01-20 03:00:00,5437.0,321,2894.0,477.5
