,1
560,-0.7339927221312612
561,-0.6652940505930902
562,-0.4938779368410129
563,-0.4131309420640425
564,-0.2540129690537996
565,-0.1326440161856319
566,-0.1558724712244908
567,-0.2974894280836495
568,-0.5017248720937079
569,-0.9517544341305654
570,-1.0
571,0.0
572,-0.2476009005213397
573,0.1531097096090351
574,0.2875160576479064
575,0.6952910381380475
576,0.6507190196177178
577,0.8000116347985361
578,0.8999301889719338
579,1.0
580,0.9586701806578376
581,0.7389590384638416
582,0.2270874791368865
583,-0.4066460634843978
584,-0.7339927221312612
585,-0.6652940505930902
586,-0.4938779368410129
587,-0.4131309420640425
588,-0.2540129690537996
589,-0.1326440161856319
590,-0.1558724712244908
591,-0.2974894280836495
592,-0.5017248720937079
593,-0.9517544341305654
594,-1.0
595,-0.7424649985518565
596,0.0
597,0.1531097096090351
598,0.2875160576479064
599,0.6952910381380475
600,0.6507190196177178
601,0.8000116347985361
602,0.8999301889719338
603,1.0
604,0.9586701806578376
605,0.7389590384638416
606,0.2270874791368865
607,-0.4066460634843978
608,-0.7339927221312612
609,-0.6652940505930902
610,-0.4938779368410129
611,-0.4131309420640425
612,-0.2540129690537996
613,-0.1326440161856319
614,-0.1558724712244908
615,-0.2974894280836495
616,-0.5017248720937079
617,-0.9517544341305654
618,-1.0
619,0.0
620,-0.2476009005213397
621,0.1531097096090351
622,0.2875160576479064
623,0.6952910381380475
624,0.6507190196177178
625,0.8000116347985361
626,0.8999301889719338
627,1.0
628,0.9586701806578376
629,0.7389590384638416
630,0.2270874791368865
631,-0.4066460634843978
632,-0.7339927221312612
633,-0.6652940505930902
634,-0.4938779368410129
635,-0.4131309420640425
636,-0.2540129690537996
637,-0.1326440161856319
638,-0.1558724712244908
639,-0.2974894280836495
640,-0.5017248720937079
641,-0.9517544341305654
642,-1.0
643,0.0
644,-0.2476009005213397
645,0.1531097096090351
646,0.2875160576479064
647,0.6952910381380475
648,0.6507190196177178
649,0.8000116347985361
650,0.8999301889719338
651,1.0
652,0.9586701806578376
653,0.7389590384638416
654,0.2270874791368865
655,-0.4066460634843978
656,-0.7339927221312612
657,-0.6652940505930902
658,-0.4938779368410129
659,-0.4131309420640425
660,-0.2540129690537996
661,-0.1326440161856319
662,-0.1558724712244908
663,-0.2974894280836495
664,-0.5017248720937079
665,-0.9517544341305654
666,-1.0
667,-0.7424649985518565
668,0.0
669,0.1531097096090351
670,0.2875160576479064
671,0.6952910381380475
672,0.6507190196177178
673,0.8000116347985361
674,0.8999301889719338
675,1.0
676,0.9586701806578376
677,0.7389590384638416
678,0.2270874791368865
679,-0.4066460634843978
680,-0.7339927221312612
681,-0.6652940505930902
682,-0.4938779368410129
683,-0.4131309420640425
684,-0.2540129690537996
685,-0.1326440161856319
686,-0.1558724712244908
687,-0.2974894280836495
688,-0.5017248720937079
689,-0.9517544341305654
690,-1.0
691,0.0
692,-0.2476009005213397
693,0.1531097096090351
694,0.2875160576479064
695,0.6952910381380475
696,0.6507190196177178
697,0.8000116347985361
698,0.8999301889719338
699,1.0
700,0.9586701806578376
701,0.7389590384638416
702,0.2270874791368865
703,-0.4066460634843978
704,-0.7339927221312612
705,-0.6652940505930902
706,-0.4938779368410129
707,-0.4131309420640425
708,-0.2540129690537996
709,-0.1326440161856319
710,-0.1558724712244908
711,-0.2974894280836495
712,-0.5017248720937079
713,-0.9517544341305654
714,-1.0
715,0.0
716,-0.2476009005213397
717,0.1531097096090351
718,0.2875160576479064
719,0.6952910381380475
720,-1.0
721,0.0
722,1.0
723,1.0
724,1.0
725,1.0
726,-1.0
727,-1.0
728,-1.0
729,-1.0
730,1.0
731,1.0
732,1.0
733,1.0
734,1.0
735,1.0
736,1.0
737,1.0
738,-1.0
739,-1.0
740,-1.0
741,-1.0
742,-1.0
743,-1.0
744,0.6507190196177178
745,0.8000116347985361
746,0.8999301889719338
747,1.0
748,0.9586701806578376
749,0.7389590384638416
750,0.2270874791368865
751,-0.4066460634843978
752,-0.7339927221312612
753,-0.6652940505930902
754,-0.4938779368410129
755,-0.4131309420640425
756,-0.2540129690537996
757,-0.1326440161856319
758,-0.1558724712244908
759,-0.2974894280836495
760,-0.5017248720937079
761,-0.9517544341305654
762,-1.0
763,-0.7424649985518565
764,-0.2476009005213397
765,0.1531097096090351
766,0.2875160576479064
767,0.6952910381380475
768,-1.0
769,0.0
770,1.0
771,1.0
772,1.0
773,1.0
774,-1.0
775,-1.0
776,-1.0
777,-1.0
778,1.0
779,1.0
780,1.0
781,1.0
782,1.0
783,1.0
784,1.0
785,1.0
786,-1.0
787,-1.0
788,-1.0
789,-1.0
790,-1.0
791,-1.0
792,0.6507190196177178
793,0.8000116347985361
794,0.8999301889719338
795,1.0
796,0.9586701806578376
797,0.7389590384638416
798,0.2270874791368865
799,-0.4066460634843978
800,-0.7339927221312612
801,-0.6652940505930902
802,-0.4938779368410129
803,-0.4131309420640425
804,-0.2540129690537996
805,-0.1326440161856319
806,-0.1558724712244908
807,-0.2974894280836495
808,-0.5017248720937079
809,-0.9517544341305654
810,-1.0
811,-0.7424649985518565
812,-0.2476009005213397
813,0.1531097096090351
814,0.2875160576479064
815,0.6952910381380475
816,-1.0
817,-1.0
818,1.0
819,1.0
820,1.0
821,1.0
822,-1.0
823,-1.0
824,-1.0
825,-1.0
826,1.0
827,1.0
828,1.0
829,1.0
830,1.0
831,1.0
832,1.0
833,1.0
834,-1.0
835,-1.0
836,-1.0
837,-1.0
838,-1.0
839,-1.0
840,0.6507190196177178
841,0.8000116347985361
842,0.8999301889719338
843,1.0
844,0.9586701806578376
845,0.7389590384638416
846,0.2270874791368865
847,-0.4066460634843978
848,-0.7339927221312612
849,-0.6652940505930902
850,-0.4938779368410129
851,-0.4131309420640425
852,-0.2540129690537996
853,-0.1326440161856319
854,-0.1558724712244908
855,-0.2974894280836495
856,-0.5017248720937079
857,-0.9517544341305654
858,-1.0
859,-0.7424649985518565
860,-0.2476009005213397
861,0.1531097096090351
862,0.2875160576479064
863,0.6952910381380475
864,0.6507190196177178
865,0.8000116347985361
866,0.8999301889719338
867,1.0
868,0.9586701806578376
869,0.7389590384638416
870,0.2270874791368865
871,-0.4066460634843978
872,-0.7339927221312612
873,-0.6652940505930902
874,-0.4938779368410129
875,-0.4131309420640425
876,-0.2540129690537996
877,-0.1326440161856319
878,-0.1558724712244908
879,-0.2974894280836495
880,-0.5017248720937079
881,-0.9517544341305654
882,-1.0
883,-0.7424649985518565
884,-0.2476009005213397
885,0.1531097096090351
886,0.2875160576479064
887,0.6952910381380475
888,0.6507190196177178
889,0.8000116347985361
890,0.8999301889719338
891,1.0
892,0.9586701806578376
893,0.7389590384638416
894,0.2270874791368865
895,-0.4066460634843978
896,-0.7339927221312612
897,-0.6652940505930902
898,-0.4938779368410129
899,-0.4131309420640425
900,-0.2540129690537996
901,-0.1326440161856319
902,-0.1558724712244908
903,-0.2974894280836495
904,-0.5017248720937079
905,-0.9517544341305654
906,-1.0
907,0.0
908,-0.2476009005213397
909,0.1531097096090351
910,0.2875160576479064
911,0.6952910381380475
912,0.6507190196177178
913,0.8000116347985361
914,0.8999301889719338
915,1.0
916,0.9586701806578376
917,0.7389590384638416
918,0.2270874791368865
919,-0.4066460634843978
920,-0.7339927221312612
921,-0.6652940505930902
922,-0.4938779368410129
923,-0.4131309420640425
924,-0.2540129690537996
925,-0.1326440161856319
926,-0.1558724712244908
927,-0.2974894280836495
928,-0.5017248720937079
929,-0.9517544341305654
930,-1.0
931,0.0
932,-0.2476009005213397
933,0.1531097096090351
934,0.2875160576479064
935,0.6952910381380475
936,-1.0
937,0.0
938,1.0
939,1.0
940,1.0
941,1.0
942,-1.0
943,-1.0
944,-1.0
945,-1.0
946,1.0
947,1.0
948,1.0
949,1.0
950,1.0
951,1.0
952,1.0
953,1.0
954,-1.0
955,-1.0
956,-1.0
957,-1.0
958,-1.0
959,-1.0
960,-1.0
961,-1.0
962,1.0
963,1.0
964,1.0
965,1.0
966,-1.0
967,-1.0
968,-1.0
969,-1.0
970,1.0
971,1.0
972,1.0
973,1.0
974,1.0
975,1.0
976,1.0
977,1.0
978,-1.0
979,-1.0
980,-1.0
981,-1.0
982,-1.0
983,-1.0
984,0.6507190196177178
985,0.8000116347985361
986,0.8999301889719338
987,1.0
988,0.9586701806578376
989,0.7389590384638416
990,0.2270874791368865
991,-0.4066460634843978
992,-0.7339927221312612
993,-0.6652940505930902
994,-0.4938779368410129
995,-0.4131309420640425
996,-0.2540129690537996
997,-0.1326440161856319
998,-0.1558724712244908
999,-0.2974894280836495
1000,-0.5017248720937079
1001,-0.9517544341305654
1002,-1.0
1003,-0.7424649985518565
1004,-0.2476009005213397
1005,0.1531097096090351
1006,0.2875160576479064
1007,0.6952910381380475
1008,0.6507190196177178
1009,0.8000116347985361
1010,0.8999301889719338
1011,1.0
1012,0.9586701806578376
1013,0.7389590384638416
1014,0.2270874791368865
1015,-0.4066460634843978
1016,-0.7339927221312612
1017,-0.6652940505930902
1018,-0.4938779368410129
1019,-0.4131309420640425
1020,-0.2540129690537996
1021,-0.1326440161856319
1022,-0.1558724712244908
1023,-0.2974894280836495
1024,-0.5017248720937079
1025,-0.9517544341305654
1026,-1.0
1027,-0.7424649985518565
1028,-0.2476009005213397
1029,0.1531097096090351
1030,0.2875160576479064
1031,0.6952910381380475
1032,0.6507190196177178
1033,0.8000116347985361
1034,0.8999301889719338
1035,1.0
1036,0.9586701806578376
1037,0.7389590384638416
1038,0.2270874791368865
1039,-0.4066460634843978
1040,-0.7339927221312612
1041,-0.6652940505930902
1042,-0.4938779368410129
1043,-0.4131309420640425
1044,-0.2540129690537996
1045,-0.1326440161856319
1046,-0.1558724712244908
1047,-0.2974894280836495
1048,-0.5017248720937079
1049,-0.9517544341305654
1050,-1.0
1051,0.0
1052,-0.2476009005213397
1053,0.1531097096090351
1054,0.2875160576479064
1055,0.6952910381380475
1056,0.6507190196177178
1057,0.8000116347985361
1058,0.8999301889719338
1059,1.0
1060,0.9586701806578376
1061,0.7389590384638416
1062,0.2270874791368865
1063,-0.4066460634843978
1064,-0.7339927221312612
1065,-0.6652940505930902
1066,-0.4938779368410129
1067,-0.4131309420640425
1068,-0.2540129690537996
1069,-0.1326440161856319
1070,-0.1558724712244908
1071,-0.2974894280836495
1072,-0.5017248720937079
1073,-0.9517544341305654
1074,-1.0
1075,-0.7424649985518565
1076,0.0
1077,0.1531097096090351
1078,0.2875160576479064
1079,0.6952910381380475
1080,0.6507190196177178
1081,0.8000116347985361
1082,0.8999301889719338
1083,1.0
1084,0.9586701806578376
1085,0.7389590384638416
1086,0.2270874791368865
1087,-0.4066460634843978
1088,-0.7339927221312612
1089,-0.6652940505930902
1090,-0.4938779368410129
1091,-0.4131309420640425
1092,-0.2540129690537996
1093,-0.1326440161856319
1094,-0.1558724712244908
1095,-0.2974894280836495
1096,-0.5017248720937079
1097,-0.9517544341305654
1098,-1.0
1099,0.0
1100,-0.2476009005213397
1101,0.1531097096090351
1102,0.2875160576479064
1103,0.6952910381380475
1104,0.6507190196177178
1105,0.8000116347985361
1106,0.8999301889719338
1107,1.0
1108,0.9586701806578376
1109,0.7389590384638416
1110,0.2270874791368865
1111,-0.4066460634843978
1112,-0.7339927221312612
1113,-0.6652940505930902
1114,-0.4938779368410129
1115,-0.4131309420640425
1116,-0.2540129690537996
1117,-0.1326440161856319
1118,-0.1558724712244908
1119,-0.2974894280836495
1120,-0.5017248720937079
1121,-0.9517544341305654
1122,-1.0
1123,0.0
1124,-0.2476009005213397
1125,0.1531097096090351
1126,0.2875160576479064
1127,0.6952910381380475
1128,-1.0
1129,0.0
1130,1.0
1131,1.0
1132,1.0
1133,1.0
1134,-1.0
1135,-1.0
1136,-1.0
1137,-1.0
1138,1.0
1139,1.0
1140,1.0
1141,1.0
1142,1.0
1143,1.0
1144,1.0
1145,1.0
1146,-1.0
1147,-1.0
1148,-1.0
1149,-1.0
1150,-1.0
1151,-1.0
1152,0.6507190196177178
1153,0.8000116347985361
1154,0.8999301889719338
1155,1.0
1156,0.9586701806578376
1157,0.7389590384638416
1158,0.2270874791368865
1159,-0.4066460634843978
1160,-0.7339927221312612
1161,-0.6652940505930902
1162,-0.4938779368410129
1163,-0.4131309420640425
1164,-0.2540129690537996
1165,-0.1326440161856319
1166,-0.1558724712244908
1167,-0.2974894280836495
1168,-0.5017248720937079
1169,-0.9517544341305654
1170,-1.0
1171,-0.7424649985518565
1172,-0.2476009005213397
1173,0.1531097096090351
1174,0.2875160576479064
1175,0.6952910381380475
1176,0.6507190196177178
1177,0.8000116347985361
1178,0.8999301889719338
1179,1.0
1180,0.9586701806578376
1181,0.7389590384638416
1182,0.2270874791368865
1183,-0.4066460634843978
1184,-0.7339927221312612
1185,-0.6652940505930902
1186,-0.4938779368410129
1187,-0.4131309420640425
1188,-0.2540129690537996
1189,-0.1326440161856319
1190,-0.1558724712244908
1191,-0.2974894280836495
1192,-0.5017248720937079
1193,-0.9517544341305654
1194,-1.0
1195,-0.7424649985518565
1196,-0.2476009005213397
1197,0.1531097096090351
1198,0.2875160576479064
1199,0.6952910381380475
1200,0.6507190196177178
1201,0.8000116347985361
1202,0.8999301889719338
1203,1.0
1204,0.9586701806578376
1205,0.7389590384638416
1206,0.2270874791368865
1207,-0.4066460634843978
1208,-0.7339927221312612
1209,-0.6652940505930902
1210,-0.4938779368410129
1211,-0.4131309420640425
1212,-0.2540129690537996
1213,-0.1326440161856319
1214,-0.1558724712244908
1215,-0.2974894280836495
1216,-0.5017248720937079
1217,-0.9517544341305654
1218,-1.0
1219,0.0
1220,-0.2476009005213397
1221,0.1531097096090351
1222,0.2875160576479064
1223,0.6952910381380475
1224,-1.0
1225,0.0
1226,1.0
1227,1.0
1228,1.0
1229,1.0
1230,-1.0
1231,-1.0
1232,-1.0
1233,-1.0
1234,1.0
1235,1.0
1236,1.0
1237,1.0
1238,1.0
1239,1.0
1240,1.0
1241,1.0
1242,-1.0
1243,-1.0
1244,-1.0
1245,-1.0
1246,-1.0
1247,-1.0
1248,0.6507190196177178
1249,0.8000116347985361
1250,0.8999301889719338
1251,1.0
1252,0.9586701806578376
1253,0.7389590384638416
1254,0.2270874791368865
1255,-0.4066460634843978
1256,-0.7339927221312612
1257,-0.6652940505930902
1258,-0.4938779368410129
1259,-0.4131309420640425
1260,-0.2540129690537996
1261,-0.1326440161856319
1262,-0.1558724712244908
1263,-0.2974894280836495
1264,-0.5017248720937079
1265,-0.9517544341305654
1266,-1.0
1267,-0.7424649985518565
1268,-0.2476009005213397
1269,0.1531097096090351
1270,0.2875160576479064
1271,0.6952910381380475
1272,0.6507190196177178
1273,0.8000116347985361
1274,0.8999301889719338
1275,1.0
1276,0.9586701806578376
1277,0.7389590384638416
1278,0.2270874791368865
1279,-0.4066460634843978
1280,-0.7339927221312612
1281,-0.6652940505930902
1282,-0.4938779368410129
1283,-0.4131309420640425
1284,-0.2540129690537996
1285,-0.1326440161856319
1286,-0.1558724712244908
1287,-0.2974894280836495
1288,-0.5017248720937079
1289,-0.9517544341305654
1290,-1.0
1291,-0.7424649985518565
1292,-0.2476009005213397
1293,0.1531097096090351
1294,0.2875160576479064
1295,0.6952910381380475
1296,0.6507190196177178
1297,0.8000116347985361
1298,0.8999301889719338
1299,1.0
1300,0.9586701806578376
1301,0.7389590384638416
1302,0.2270874791368865
1303,-0.4066460634843978
1304,-0.7339927221312612
1305,-0.6652940505930902
1306,-0.4938779368410129
1307,-0.4131309420640425
1308,-0.2540129690537996
1309,-0.1326440161856319
1310,-0.1558724712244908
1311,-0.2974894280836495
1312,-0.5017248720937079
1313,-0.9517544341305654
1314,-1.0
1315,0.0
1316,-0.2476009005213397
1317,0.1531097096090351
1318,0.2875160576479064
1319,0.6952910381380475
1320,0.6507190196177178
1321,0.8000116347985361
1322,0.8999301889719338
1323,1.0
1324,0.9586701806578376
1325,0.7389590384638416
1326,0.2270874791368865
1327,-0.4066460634843978
1328,-0.7339927221312612
1329,-0.6652940505930902
1330,-0.4938779368410129
1331,-0.4131309420640425
1332,-0.2540129690537996
1333,-0.1326440161856319
1334,-0.1558724712244908
1335,-0.2974894280836495
1336,-0.5017248720937079
1337,-0.9517544341305654
1338,-1.0
1339,0.0
1340,-0.2476009005213397
1341,0.1531097096090351
1342,0.2875160576479064
1343,0.6952910381380475
1344,0.6507190196177178
1345,0.8000116347985361
1346,0.8999301889719338
1347,1.0
1348,0.9586701806578376
1349,0.7389590384638416
1350,0.2270874791368865
1351,-0.4066460634843978
1352,-0.7339927221312612
1353,-0.6652940505930902
1354,-0.4938779368410129
1355,-0.4131309420640425
1356,-0.2540129690537996
1357,-0.1326440161856319
1358,-0.1558724712244908
1359,-0.2974894280836495
1360,-0.5017248720937079
1361,-0.9517544341305654
1362,-1.0
1363,-0.7424649985518565
1364,0.0
1365,0.1531097096090351
1366,0.2875160576479064
1367,0.6952910381380475
1368,0.6507190196177178
1369,0.8000116347985361
1370,0.8999301889719338
1371,1.0
1372,0.9586701806578376
1373,0.7389590384638416
1374,0.2270874791368865
1375,-0.4066460634843978
1376,-0.7339927221312612
1377,-0.6652940505930902
1378,-0.4938779368410129
1379,-0.4131309420640425
1380,-0.2540129690537996
1381,-0.1326440161856319
1382,-0.1558724712244908
1383,-0.2974894280836495
1384,-0.5017248720937079
1385,-0.9517544341305654
1386,-1.0
1387,0.0
1388,-0.2476009005213397
1389,0.1531097096090351
1390,0.2875160576479064
1391,0.6952910381380475
1392,0.6507190196177178
1393,0.8000116347985361
1394,0.8999301889719338
1395,1.0
1396,0.9586701806578376
1397,0.7389590384638416
1398,0.2270874791368865
1399,-0.4066460634843978
1400,-0.7339927221312612
1401,-0.6652940505930902
1402,-0.4938779368410129
1403,-0.4131309420640425
1404,-0.2540129690537996
1405,-0.1326440161856319
1406,-0.1558724712244908
1407,-0.2974894280836495
1408,-0.5017248720937079
